Date,BBP_20_2.0,RSI_14,MACDh_12_26_9,MACD_12_26_9,STOCHd_14_3_3,STOCHk_14_3_3,BBB_20_2.0,ATRr_14,MACDs_12_26_9,Close,Gamma
2010-01-20,0.7989242528829208,80.02086393896904,,,91.12233726931906,88.95315837423453,39.03858084818178,0.0469820244150619,,0.5693524377993128,-1
2010-01-21,0.6394333491031988,61.83791239178905,,0.0444345597036583,83.29252748682528,67.39355559076112,37.741342964643,0.0451867428809706,,0.541246949477797,-1
2010-01-22,0.5316335891761466,53.77037542638266,,0.0395488108336331,64.85733637842797,38.22529517028828,35.28817075309058,0.0442685965396548,,0.5240146512631703,1
2010-01-25,0.5796417503435488,57.98674167113221,,0.0362521642806719,37.69632873718425,7.470135450503346,32.797768082962854,0.0451571041078406,,0.536323695638243,-1
2010-01-26,0.4638481971504253,51.49585989137336,,0.031996094419549,2.872067875480369,-37.07922699435051,29.97760995645467,0.0440200569983178,,0.5205274791358468,-1
2010-01-27,0.2678044045025565,42.78749175011404,,0.0261694648624351,-34.373693415862434,-73.51198870374013,27.930443178277784,0.0427803606931927,,0.4938580725265616,-1
2010-01-28,0.101283641902723,37.02950750950389,,0.0194897047651325,-67.3358908450683,-91.41645683711428,27.28389629435924,0.042058000883198,,0.4710868294373779,-1
2010-01-29,0.1705072792236415,41.248392021863005,,0.0149342415001905,-80.23328018549975,-75.77139501564484,26.773976850276224,0.0439124468230238,,0.4823698737168104,1
2010-02-01,0.2793663948755374,47.88060874347719,,0.0127823737492002,-71.65046189462078,-47.76353383110321,24.5565872462966,0.0447616962125513,,0.5022692945476033,1
2010-02-02,0.304589900479931,49.40257140627461,-0.0149843403366841,0.0113435438855391,-51.190981469644335,-30.038015562184967,23.81094930913864,0.0450567759206387,0.0263278842222233,0.5071930032752512,-1
2010-02-03,0.1028397183846724,41.93054102541363,-0.0147732612571971,0.0078613076507269,-36.45010178626946,-31.54875596552021,24.61064935842874,0.0447078093556066,0.022634568907924,0.4792925557620305,-1
2010-02-04,-0.113702992819504,32.69071488418768,-0.017162587089075,0.0011813350465802,-34.490024745531805,-41.88330270889025,29.75402306299907,0.0429229007838189,0.0183439221356553,0.4308779061592018,-1
2010-02-05,-0.0234169984230129,32.26885544847714,-0.0180979266275661,-0.0042784861488023,-40.624956508628095,-48.44281085147383,34.18952012592614,0.0425625097548841,0.0138194404787637,0.4282107835430358,-1
2010-02-08,0.0258424410663877,31.331132608236786,-0.0182280130587591,-0.0089655758446852,-45.157598759389714,-45.14668271780506,37.84159841525443,0.0432112897950505,0.0092624372140739,0.4224667978601836,1
2010-02-09,0.1545553973478753,37.16075995215765,-0.0163518029744035,-0.0111773165039305,-43.740870298440086,-37.63311732604138,39.42811002082171,0.0452308318157654,0.005174486470473,0.4394941689885387,1
2010-02-10,0.2043042625099468,38.315791109685016,-0.0141432594217527,-0.0125045878067178,-40.165755772550746,-37.717467273805816,40.3996997687153,0.0459430670594928,0.0016386716150348,0.442981568559909,1
2010-02-11,0.3404744316465703,45.65617018317376,-0.0105138435859444,-0.0115036328673956,-32.857430710825696,-23.22170753262988,39.96741958229802,0.0468747691396886,-0.0009897892814512,0.466778584300686,1
2010-02-12,0.3906942102519622,47.4557331654031,-0.0072729595687369,-0.0100809887423724,-23.84424281383865,-10.593553635080251,38.61989089813869,0.0470915811968939,-0.0028080291736354,0.473138261018541,1
2010-02-16,0.5611889292309818,54.65436449784687,-0.0030280635980424,-0.0065931086711885,-3.6556575905590782,22.84828839603291,36.2567715385847,0.0473507456144152,-0.003565045073146,0.5014487901483521,1
2010-02-17,0.6095467778455098,55.3230986213345,7.087651811709447e-06,-0.0035561855083814,19.909690786978885,47.474337599984,32.733799398208184,0.0473878931835068,-0.0035632731601931,0.5043209535728134,-1
2010-02-18,0.594503435233482,53.03672295998735,0.0014440469262654,-0.0017582145023612,44.63616285903809,63.585862581097366,29.132353153135647,0.0472886924776161,-0.0032022614286267,0.4965248539766573,-1
2010-02-19,0.5831140560645847,51.586818553864326,0.0019840096826818,-0.0007222493252744,56.017859150338815,56.9933772699351,27.186326319053236,0.0469756923359002,-0.0027062590079563,0.4916016001371032,1
2010-02-22,0.6565255970711942,53.68887229548582,0.0027275153512968,0.0007031351811647,58.04629186005256,53.559635729125226,26.240048643890454,0.0473782695548725,-0.0020243801701321,0.4991919765928234,-1
2010-02-23,0.5468968666937836,48.59195344699612,0.0019823727947366,0.0004535858232886,52.66238153239309,47.434131598118974,24.038170580797804,0.0468009171166946,-0.0015287869714479,0.4821648329085152,-1
2010-02-24,0.5696066477411318,48.65516600698324,0.0014384355028506,0.0002692574071153,48.5968156936539,44.79667975371755,22.65272087750688,0.0469948083395611,-0.0011691780957352,0.4823698737168104,-1
2010-02-25,0.5629917576809047,48.20809002437145,0.000941120031222,7.22194329227932e-06,42.654512520056194,35.732726208332075,22.42190844828398,0.0469464845587011,-0.0009338980879297,0.4809339057266033,1
2010-02-26,0.7445020877024469,54.902261661589904,0.001963236813268,0.0015201479286552,44.81717894248297,53.92213086539929,22.924176334811545,0.0473017719998826,-0.0004430888846127,0.5024741079118515,-1
2010-03-01,0.5886158438331567,49.51936136386006,0.0014314777158721,0.0013462582602274,37.81437094832311,23.788255771237985,22.95732633621209,0.0457574501675479,-8.521945564472566e-05,0.485652346201909,1
2010-03-02,0.587402740230131,49.139762877624285,0.0009453775356178,0.0010965024638775,19.905955210823134,-17.99252100416786,22.50491285642626,0.0457715574858011,0.0001511249282597,0.4844216464640439,-1
2010-03-03,0.5564141298843334,47.568657584647504,0.0002755364844656,0.0004955455338418,-85.43290886679604,-262.0944613674582,21.725375271547403,0.0459127806382834,0.0002200090493761,0.4794978240143726,1
2010-03-04,0.6717722460838634,51.8512304683651,0.0006509626537941,0.0010337123666188,-146.94881123638802,-160.75945133753808,21.943029702095853,0.0469522806332899,0.0003827497128246,0.4922171774500827,1
2010-03-05,0.9411601826485112,60.84943238363885,0.0029695826708173,0.0040947280513464,-169.58920400330587,-85.91369930492131,21.947131323507534,0.0486594157100649,0.001125145380529,0.5254513015855181,1
2010-03-08,0.8885512695132405,59.95554509458815,0.004099803560451,0.0062498998310928,-33.2544528018671,146.90979223685807,20.844037960191624,0.0481155441037913,0.0021500962706417,0.5229893334996707,-1
2010-03-09,0.7776293149199245,56.10932522650713,0.003892896287932,0.0070162166305568,41.0164892104244,62.05337469933645,17.720441714554845,0.0478331219674308,0.0031233203426247,0.5123216390891707,-1
2010-03-10,0.7057153896410538,54.3056202346217,0.0032033664902673,0.0071275284554589,71.94867385125009,6.882854617555769,15.333464819929905,0.0472858778004768,0.0039241619651916,0.5071930032752512,-1
2010-03-11,0.7052308839300873,54.4316884432359,0.0025936369069887,0.0071662080989275,15.477498456614574,-22.503733947048527,12.491769577265876,0.0468675093133348,0.0045725711919388,0.5076028574477947,1
2010-03-12,0.829482711853768,57.29003947562001,0.0026229746960593,0.007851289562013,-9.835045059501354,-13.884255849011334,11.847636371257735,0.0470106740524865,0.0052283148659536,0.5168346975901109,-1
2010-03-15,0.4089425267948048,48.91862771982984,0.0009636900802812,0.0064329274663052,-25.508152930815204,-40.13646899638579,10.984363418937273,0.0462056754009655,0.0054692373860239,0.4934476497439009,-1
2010-03-16,0.2224523751967956,45.35049104892234,-0.0009229255683071,0.00431558042564,-47.84161851603384,-89.50413070270444,11.36690232183802,0.0456111920212367,0.0052385059939471,0.4817545238478779,-1
2010-03-17,0.2256424181415971,44.917167010796746,-0.0021964442628006,0.0024929506654463,-96.2956756352362,-159.2464272066184,11.700184953294274,0.0457674114767554,0.004689394928247,0.4803184421356473,1
2010-03-18,0.1429712816184875,42.71932678043869,-0.0033804945737596,0.0004637767110474,-148.92861038090288,-198.03527323338577,12.412828575149549,0.0456902007634778,0.0038442712848071,0.473138261018541,-1
2010-03-19,0.0590449995292665,40.06522252187511,-0.0045565182185666,-0.0018513764884012,-187.37220896594667,-204.83492645783585,13.593186097060173,0.0450426157749942,0.0027051417301654,0.4641118028505903,-1
2010-03-22,-0.0173467270335592,36.766610172755335,-0.0058518565602997,-0.0046096789702091,-196.8627820761859,-187.7181465373361,15.475088740089,0.045212623907326,0.0012421775900905,0.4520081404498832,-1
2010-03-23,0.0686990425936136,37.88666348409324,-0.0062112149641659,-0.0065218411151168,-182.32479490279675,-154.42131171321813,16.794710001023308,0.0457368287910113,-0.0003106261509509,0.4544697673696602,-1
2010-03-24,0.0165524572001151,34.993928254875144,-0.0067887925991385,-0.0087966168998742,-161.20322618416915,-141.47022030195325,18.74634727987729,0.0459080168963309,-0.0020078243007356,0.4438023004032071,1
2010-03-25,0.0744933822345674,35.09650622051976,-0.0067635371689439,-0.0104622457619155,-148.45962219683503,-149.48733457533368,20.388311197791374,0.0467405404357727,-0.0036987085929716,0.4440073412115023,-1
2010-03-26,0.0822500464606705,33.610713553714035,-0.0066998213788073,-0.0120734853164807,-154.49425796230648,-172.52521900963242,21.966504867770738,0.0470114048365267,-0.0053736639376734,0.438673550867264,-1
2010-03-29,0.1845423459427589,37.55280112637777,-0.005788364312417,-0.0126091193281947,-166.0611289527964,-176.17083327342309,23.037484561508823,0.0477402966799976,-0.0068207550157777,0.4460588865146889,1
2010-03-30,0.3119217177325574,43.657573469545554,-0.0040528563712044,-0.0118868254797832,-171.3237797703747,-165.27528702806862,23.44215148884664,0.0489674025166012,-0.0078339691085788,0.4585727442540099,1
2010-03-31,0.3791652119890988,46.693676249239566,-0.0022491507105701,-0.0106454074967915,-158.4312765624886,-133.84770938597407,23.622423189712865,0.0493972772832776,-0.0083962567862213,0.4653427300325023,1
2010-04-01,0.497812742805943,51.93420525696017,-0.0001124595147967,-0.0085368311797172,-137.0645574615207,-112.0706759705194,23.521455328845796,0.0504177690171604,-0.0084243716649205,0.4780619697461889,1
2010-04-05,0.6412194026472595,56.73615178416728,0.0021604436743035,-0.005723817072041,-125.1566590736122,-129.55159186434312,21.97582945967912,0.0508576778919841,-0.0078842607463446,0.4913963318847612,1
2010-04-06,0.7647194867938782,60.04319812619963,0.0041983120324614,-0.0026363707057678,-95.838028372673,-45.891817283156456,20.745738514914454,0.0507284099370664,-0.0068346827382292,0.5016541721227177,1
2010-04-07,0.8373269913423347,62.04281329784415,0.0057367741617269,0.0003362849639293,-48.663013347399406,29.454369105301357,20.50942206397023,0.0506422659329222,-0.0054004891977975,0.5082187759268444,-1
2010-04-08,0.7420673484850876,57.223833394895934,0.0057949395825589,0.001843185280401,27.637488813452617,99.34991461821296,20.086268043691003,0.050353182007906,-0.0039517543021578,0.4979611631329348,1
2010-04-09,0.8394664943623995,60.21864727508029,0.0061527980931536,0.0037392433142841,71.9656286648552,87.09260227105129,20.063567577178432,0.05062592068884,-0.0024135547788694,0.5071930032752512,1
2010-04-12,0.7512029856389681,55.307314173970205,0.0053826666164818,0.0043147784917328,79.59305997948009,52.33666304917602,18.89862493783809,0.0502387312820257,-0.0010678881247489,0.4963199268903855,-1
2010-04-13,0.6768888790965166,52.357438871077925,0.0041824224511373,0.0041601399391726,55.533084930062536,27.16998946996031,18.769547870536314,0.049963114868404,-2.2282511964650783e-05,0.4893452414696684,-1
