Price,Close,High,Low,Open,Volume
Ticker,ECH,ECH,ECH,ECH,ECH
Date,,,,,
2010-01-20,41.29578399658203,41.38524402288377,40.903539621745374,41.32331056237915,191500
2010-01-21,40.35301208496094,41.220080331202425,40.332368477933294,41.1994340990976,189200
2010-01-22,39.77497100830078,40.20850517006968,39.5341201545833,39.89883791166332,257400
2010-01-25,40.1878662109375,40.51129416262482,39.93324942174566,40.4562436575818,251600
2010-01-26,39.657997131347656,40.043358595180074,39.24510647356966,39.912611330676654,307700
2010-01-27,38.763397216796875,39.49283277648031,38.55007028656399,39.2244553441381,222800
2010-01-28,37.99955749511719,38.53631243544305,37.689890173745354,38.53631243544305,390100
2010-01-29,38.37803649902344,38.99048815367071,38.37803649902344,38.419326347961096,298800
2010-02-01,39.0455436706543,39.16940797487779,38.39868245650705,38.84597999288215,191000
2010-02-02,39.2107048034668,39.70617260883593,38.90103742511109,39.70617260883593,224100
2010-02-03,38.274810791015625,38.67393809717123,38.08901042005467,38.53630790108041,340300
2010-02-04,36.650787353515625,37.84816687890069,36.49251351612233,37.510972964399734,458700
2010-02-05,36.56132125854492,36.96044592218225,35.914460152707385,36.75400194960587,343000
2010-02-08,36.36864471435547,36.87787572493656,36.286067634964326,36.52003821413758,105900
2010-02-09,36.93981170654297,37.146255731619746,36.76089162641908,36.802181481465716,162900
2010-02-10,37.056793212890625,37.29076379234859,36.82970558801914,37.13937291746028,139000
2010-02-11,37.85504150390625,38.17159175606611,37.09119900161975,37.24258986126723,176600
2010-02-12,38.0683708190918,38.28857810600009,37.64859985808602,37.68300675446333,103800
2010-02-16,39.01802062988281,39.169411515430525,37.91010112047284,37.91698145046574,80700
2010-02-17,39.11436462402344,39.231348620288266,38.84598710310675,39.217587959027604,85400
2010-02-18,38.85285186767578,39.0317718933231,38.680814794979646,38.91478531884948,165100
2010-02-19,38.687705993652344,38.949200509828486,38.48125936235397,38.48125936235397,71600
2010-02-22,38.942317962646484,39.079948167314434,38.653294270336005,39.02489503541613,135700
2010-02-23,38.371158599853516,38.852863067272686,38.2472942868788,38.852863067272686,97700
2010-02-24,38.37803649902344,38.61200705951453,38.19911644537141,38.61200705951453,106200
2010-02-25,38.32986831665039,38.32986831665039,37.923860635398356,38.1715944917661,85500
2010-02-26,39.05241394042969,39.100584108852225,38.24039877976787,38.24039877976787,135000
2010-03-01,38.48814392089844,38.6326544687679,37.51785468865217,37.524735018279166,455700
2010-03-02,38.446861267089844,38.87351528604044,38.19912735288074,38.501914414726784,394500
2010-03-03,38.28169631958008,38.5294301641915,38.19223629234199,38.412443570868184,152400
2010-03-04,38.70835494995117,38.839102226087256,38.49502795986547,38.49502795986547,125700
2010-03-05,39.82316207885742,39.82316207885742,39.33457716199791,39.35522078169995,165900
2010-03-08,39.740577697753906,40.09153229381649,39.479080520738094,40.09153229381649,165500
2010-03-09,39.38274002075195,39.60294734014362,39.23822945960336,39.58230372428763,127800
2010-03-10,39.2107048034668,39.4515583755561,38.92856399764903,39.224468089735765,109900
2010-03-11,39.22445297241211,39.26574281530568,38.770275200892534,39.03177228906363,94400
2010-03-12,39.53412628173828,39.83691063406375,39.10747500685288,39.554769893805656,63000
2010-03-15,38.749629974365234,39.41025168261988,38.722103413585295,39.38960807457359,74600
2010-03-16,38.35739517211914,38.94920062501369,38.19223839160761,38.92167668249341,315700
2010-03-17,38.30922317504883,38.873507322413964,38.123425402533094,38.34363269781206,146700
2010-03-18,38.0683708190918,38.48814178009757,37.95826717563765,38.48814178009757,136100
2010-03-19,37.765586853027344,38.12342435428602,37.34581588760701,37.765586853027344,166300
2010-03-22,37.359580993652344,37.3939878920698,36.93981000775633,37.3939878920698,175500
2010-03-23,37.44215393066406,37.46279754241402,37.201303043321836,37.242590266821765,133700
2010-03-24,37.08432388305664,37.48345129072422,37.06368026716981,37.22195411415161,97200
2010-03-25,37.09120178222656,37.7724672644069,37.09120178222656,37.61419343900058,105200
2010-03-26,36.91228485107422,37.38710899266508,36.84347105160682,37.36646275276232,156100
2010-03-29,37.16001892089844,37.228832720720675,36.89164142648224,36.89852175643318,144800
2010-03-30,37.57978439331055,37.74493853860467,37.44215418884691,37.510967978539824,187400
2010-03-31,37.80687713623047,37.95139031434529,37.538499644854355,37.93762702952111,140000
2010-04-01,38.2335319519043,38.45373926389588,38.10278205566801,38.19224209650154,98300
2010-04-05,38.68082046508789,38.72899064249774,38.3092197035738,38.3229829864163,134400
2010-04-06,39.02490997314453,39.052436549630144,38.52256176513672,38.667072354067976,89400
2010-04-07,39.245113372802734,39.272639946509344,38.914802363559005,39.141892659020755,300200
2010-04-08,38.901031494140625,39.18317225694235,38.8666245962532,38.96984791499351,186100
2010-04-09,39.2107048034668,39.2107048034668,38.94920761451326,39.10748409406719,60100
2010-04-12,38.845977783203125,39.21069559591231,38.845977783203125,39.18316902983823,158400
2010-04-13,38.61201858520508,39.066196558780206,38.605135629121996,38.98361946133344,57000
2010-04-14,38.64640426635742,39.018004938408254,38.48813048938996,38.969834772595426,264900
2010-04-15,38.43308639526367,38.63265005767509,38.3505093237781,38.47437624354534,113000
2010-04-16,38.06149673461914,38.433094951571505,37.77935593790952,38.254177486007656,64500
2010-04-19,37.94450759887695,37.9857974536101,37.510973311952625,37.524736596863676,217400
2010-04-20,38.02708053588867,38.19223731173043,37.68300632587309,38.0133198775566,74000
2010-04-21,38.15094757080078,38.45373455653182,37.97891046530011,38.10966034553048,104900
2010-04-22,38.41933059692383,38.426210926635456,37.87569267197153,37.87569267197153,293200
2010-04-23,38.5087890625,38.529435302356156,38.28170142470771,38.28858175460765,44300
2010-04-26,38.501895904541016,38.61199952180288,38.41931884786395,38.52253951244096,87100
2010-04-27,37.61418533325195,38.43308085129624,37.55913483522853,38.25416345137335,85900
2010-04-28,37.91697692871094,38.178474063586144,37.16001471600859,37.75870310696691,169400
2010-04-29,38.43996810913086,38.75651572717871,38.04084079718364,38.04084079718364,60400
2010-04-30,38.845977783203125,38.949198468364195,38.522547194527235,38.680821011836464,111300
2010-05-03,38.99049377441406,39.16941122878045,38.75652318019453,38.76340613521527,64300
2010-05-04,38.144065856933594,39.01113168214703,38.144065856933594,38.44685020659524,153200
2010-05-05,37.710533142089844,37.93762338223937,36.8847545075756,37.469682243517234,241900
2010-05-06,36.6989631652832,37.87569654722707,18.765811137361684,37.51097603331985,270200
2010-05-07,36.623268127441406,37.41463741636516,36.120919980973675,37.194430081614335,235600
2010-05-10,37.744937896728516,38.529429261307165,37.545376859981594,38.267932139780946,158300
2010-05-11,38.0133171081543,38.11653778859225,36.72647776639062,37.20130182166941,121200
2010-05-12,38.426204681396484,38.66705555833063,37.903213080734766,38.378034506009655,160700
2010-05-13,38.384925842285156,38.61889645772188,38.137191940637045,38.61889645772188,103600
2010-05-14,37.41463088989258,38.10966230183739,37.32517348049615,38.10966230183739,77900
2010-05-17,37.06367111206055,37.79310669405263,36.52691623096031,37.51096597128486,200000
2010-05-18,36.7540168762207,38.88039616998966,36.7333732581025,37.69677972974535,119300
2010-05-19,36.56132125854492,36.62325471282559,35.962630325472624,36.45121763149901,65100
2010-05-20,35.886940002441406,36.354881123044734,34.737730812846294,35.460286105664494,215900
2010-05-21,36.554439544677734,36.554439544677734,35.095565780584955,35.095565780584955,117200
2010-05-24,36.327354431152344,36.62325845124547,36.052094022900846,36.60949516832511,140800
2010-05-25,35.63232421875,35.941991531646,35.16438308483556,35.941991531646,111700
2010-05-26,36.70582962036133,36.86410341087384,35.85940754497147,35.85940754497147,120700
2010-05-27,37.86880874633789,37.86880874633789,36.75400898108884,37.33893411947137,131300
2010-05-28,38.13030242919922,38.13030242919922,37.43527370588037,38.12342210028936,154500
2010-06-01,37.75870895385742,38.467503721953236,37.559147876021456,37.559147876021456,185200
2010-06-02,38.322998046875,38.350524623377595,37.586679188442865,37.758716353965866,204600
2010-06-03,38.247291564941406,38.605126443763574,37.91009767422155,38.53631264977731,160500
2010-06-04,37.517852783203125,37.78623025135272,37.01550474344759,37.09120149089039,139700
2010-06-07,37.070560455322266,37.48345114702428,37.015509938142316,37.44216129033059,81800
2010-06-08,37.5316162109375,37.662363468336544,36.857231060796494,37.318289251423096,232500
2010-06-09,38.144065856933594,38.24728916651801,37.62107160515333,37.82751822432216,166800
2010-06-10,38.694583892822266,38.77028063620056,38.46061333377927,38.522546794263526,164000
2010-06-11,39.06618881225586,39.07306914189603,38.32987016208853,38.481261039874866,188200
2010-06-14,38.92167663574219,39.79562546785209,38.839096933046626,39.49972142922126,232600
2010-06-15,39.99518585205078,39.99518585205078,39.13500031808931,39.55477127867498,361200
2010-06-16,40.58699035644531,40.58699035644531,39.3758503859834,39.83002820304132,448100
2010-06-17,40.759033203125,40.76591615780794,40.11905492167076,40.63516626961269,196000
2010-06-18,40.800323486328125,40.876020238170504,40.47001253517072,40.77279691746215,180100
2010-06-21,40.88978958129883,41.49536109956515,40.807212482242086,41.48159781220925,342900
2010-06-22,40.51130676269531,40.97924801395262,40.359915857932215,40.97236768308643,243300
2010-06-23,40.134376525878906,40.61332264889587,39.586016194386175,40.61332264889587,97900
2010-06-24,39.88450622558594,40.19686366583914,39.572148785332736,40.16215787200708,154600
2010-06-25,40.328739166259766,40.398153388767554,39.724849993792176,39.724849993792176,77800
2010-06-28,40.217681884765625,40.5300392882996,40.12744736098628,40.5300392882996,46300
2010-06-29,39.55131530761719,39.70402393727662,39.01683775169081,39.44719795384346,220300
2010-06-30,39.35002517700195,39.606853854833375,39.19731916756616,39.266730749320416,152300
2010-07-01,39.39168167114258,39.440270317760955,38.58649497990325,39.03767829608261,386200
2010-07-02,39.85673141479492,40.21073731540296,39.398608156505844,39.55131679189611,141600
2010-07-06,40.19685363769531,40.60638825766222,39.75261323255461,40.328736680508435,204000
2010-07-07,40.863216400146484,40.87015914627634,39.995558485640935,40.044147117022696,148100
2010-07-08,41.00898361206055,41.196395385379105,40.71744918534396,41.022863808106436,330500
2010-07-09,41.0992317199707,41.335234849038464,40.88405418762362,41.02287737705428,129000
2010-07-12,40.93263626098633,41.175579451363426,40.70357326901748,41.036753636341295,417800
2010-07-13,41.39768600463867,41.4393345297354,41.15474289461103,41.307448857536414,258900
2010-07-14,41.703125,41.723947949479644,41.21723587837434,41.231118727321665,290800
2010-07-15,41.779457092285156,41.88357708659022,41.335216725962226,41.640633963720326,145600
2010-07-16,40.745216369628906,41.64758007501111,40.73133352519142,41.64758007501111,141300
2010-07-19,41.61288833618164,41.904420224143294,40.97429051587851,41.425473844827984,163800
2010-07-20,42.18206024169922,42.1890003404001,41.258870889444545,41.46711092081886,167400
2010-07-21,43.028900146484375,43.14690037294951,42.23759376290183,42.23759376290183,312800
2010-07-22,43.45231246948242,43.94514423595162,43.244075074800215,43.45231246948242,209700
2010-07-23,43.79936599731445,43.827131683238015,43.32735992814007,43.60501149161261,187600
2010-07-26,44.0770263671875,44.15338069479179,43.72996316744587,44.063143521451984,291200
2010-07-27,44.306087493896484,44.708682059714384,44.18114453539313,44.58373910121103,204100
2010-07-28,43.62583923339844,44.31996557059098,43.521721871548664,44.31996557059098,322700
2010-07-29,43.424556732177734,44.02844607273477,43.27878814827839,44.02844607273477,360600
2010-07-30,43.48701858520508,43.72302165933836,42.7720666162202,43.09136676208193,304600
2010-08-02,44.521270751953125,44.77115670138949,44.097853187395096,44.16726742217315,395600
2010-08-03,44.673973083496094,44.90303605394719,44.42408716950651,44.5490301265013,290100
2010-08-04,44.87528610229492,44.909989255108606,44.4449257004326,44.4449257004326,319300
2010-08-05,45.076568603515625,45.13903743546019,44.701739724556276,44.81973993762756,392300
2010-08-06,45.36116027832031,45.38892597048378,44.50044500431004,44.909977048251505,475600
2010-08-09,45.812347412109375,45.88870174812407,45.47222692171239,45.77763897000643,250500
2010-08-10,45.82621765136719,45.85398333986185,45.041856810506445,45.263977022700146,399500
2010-08-11,44.61149215698242,45.499978213382185,44.486549219032696,45.090440968416885,211800
2010-08-12,44.736454010009766,45.04187138652369,44.07703590609866,44.271390492692866,297900
2010-08-13,45.59717559814453,45.74294154081884,44.91692923656568,44.97246063256506,240100
2010-08-16,46.28435134887695,46.28435134887695,45.67352198659691,45.770699264783175,187500
2010-08-17,46.784122467041016,46.8882424907515,46.520351034205845,46.61059085944499,200500
2010-08-18,46.9576416015625,47.13117316306438,46.73552141467061,46.94375611101508,303700
2010-08-19,46.617523193359375,47.06176358591171,46.201043191548756,47.02705515383976,277700
2010-08-20,47.04788589477539,47.05482864149345,46.270467726803425,46.48564521318651,138300
2010-08-23,46.93683624267578,47.41577993070051,46.811893259763906,47.11036786917756,299000
2010-08-24,46.77024459838867,46.79801029562278,46.0275294086134,46.55506706453092,288300
2010-08-25,46.09694290161133,46.416240452619114,45.86093714040088,46.33294336705692,150200
2010-08-26,46.18022155761719,46.825759223778,45.923398217763584,46.46481588052491,315900
2010-08-27,46.76329040527344,46.99234805786605,46.19410705514739,46.374576078915716,176000
2010-08-30,46.83271789550781,47.25613550309363,46.728597856701185,46.84659809599162,288600
2010-08-31,46.9576416015625,46.9992874816788,46.506458482505,46.78411004006062,201700
2010-09-01,48.477783203125,48.50554889345349,47.485187576641984,47.554599154581254,415400
2010-09-02,48.498619079589844,48.88038546625311,48.04743580829256,48.63049950971199,234200
2010-09-03,48.80403137207031,49.06780282515372,48.65826544599176,48.935917098612016,293500
2010-09-07,48.429203033447266,48.831797669930026,48.144613925426604,48.77626627956726,329100
2010-09-08,49.074729919433594,49.19273542153246,48.45002045259383,48.45002045259383,525300
2010-09-09,49.53980255126953,49.817448871725894,49.31768231744598,49.45650547767416,392500
2010-09-10,49.650848388671875,49.824379946186184,49.48425957627175,49.824379946186184,271900
2010-09-13,50.22699737548828,50.3727633148981,49.900757051004994,50.1437002833547,299800
2010-09-14,50.66429138183594,50.678176877362795,50.18534770145711,50.56711409620749,305600
2010-09-15,50.796165466308594,50.81698840906067,50.51851387283239,50.58792544726053,301800
2010-09-16,50.393577575683594,50.87252650528738,50.213103221725525,50.692052151329314,270600
2010-09-17,50.53240203857422,50.67122519477487,50.157573161915714,50.43522477008097,261400
2010-09-20,51.13629150390625,51.191822887852766,50.622639441811614,50.65734788071925,542800
2010-09-21,50.42133712768555,51.01828620627723,50.220039852740555,50.837811874298325,451100
2010-09-22,50.490753173828125,50.87946756141629,50.37969570292022,50.810050684364136,224600
2010-09-23,50.42133712768555,50.719811666981386,50.25474828819318,50.386628692232925,149600
2010-09-24,50.56015396118164,51.15016551558006,50.25474200956322,50.928045325419816,255600
2010-09-27,51.247344970703125,51.33063673574167,50.69204182355078,50.73368770607006,273500
2010-09-28,51.46947479248047,51.58747501218707,50.990525870917544,51.35147457277387,295000
2010-09-29,51.01829528808594,51.59442152626825,50.94888370058841,51.46947855046684,441100
2010-09-30,51.37922668457031,51.67076375698868,50.84475176070293,51.358403742775444,431900
2010-10-01,51.76100540161133,52.108068601379614,51.64994793148284,51.73323971013817,313200
2010-10-04,51.393123626708984,51.97618730992596,51.1015917851005,51.64995232284862,281000
2010-10-05,51.504180908203125,51.83736393716332,51.36535773533238,51.7887752970821,453900
2010-10-06,51.490291595458984,51.82347456544592,51.17099411776015,51.747120245152324,347800
2010-10-07,50.42133712768555,51.71241254921978,50.331102609577954,51.70546980297651,488900
2010-10-08,50.56015396118164,50.76145121097734,50.07426770013207,50.428273573618505,319800
2010-10-11,50.511573791503906,52.78831274151192,50.39357357917437,50.67816793383685,209200
2010-10-12,50.469940185546875,50.865592102281695,50.42135153948349,50.442174488401335,645400
2010-10-13,52.059486389160156,52.23301801045736,51.06688530350957,51.0946509984089,612800
2010-10-14,51.983123779296875,52.21218675393861,51.53194057657454,52.02476966713575,432000
2010-10-15,51.54582214355469,52.40653729983756,51.36534781705932,52.40653729983756,224200
2010-10-18,51.01829528808594,51.54583288544352,50.969706647261205,50.969706647261205,258700
2010-10-19,50.7545280456543,50.91417416388844,50.42828776609162,50.44216796498672,307700
2010-10-20,51.226531982421875,51.62218383051741,50.84476033260851,50.997468992533854,269800
2010-10-21,51.226531982421875,51.55970969883689,51.03217213612141,51.3792353465829,283800
2010-10-22,51.212646484375,51.36535514428842,50.87252602096331,51.2265319784204,99800
2010-10-25,51.44170379638672,51.552761257670355,51.23346377480478,51.46252673939217,193300
2010-10-26,51.115455627441406,51.268164246779264,50.810038388765705,51.06686700272145,248900
2010-10-27,51.51112365722656,51.51112365722656,50.60181969463554,50.97664861631605,240100
2010-10-28,52.02476119995117,52.18441257028973,51.64299493344585,51.85817237994454,175000
2010-10-29,52.642539978027344,52.64948272435914,52.19829953654082,52.267716408331175,225100
2010-11-01,52.82301330566406,53.045133522174396,52.58007014631895,52.69807035289176,275100
2010-11-02,53.66985321044922,53.69067615519457,52.7536065713045,53.14925840875872,211700
2010-11-03,53.0728759765625,54.04465348427449,52.82299018041481,53.98217938735688,919000
2010-11-04,54.079383850097656,54.26679562538072,53.794789518420814,54.21820699506559,399300
2010-11-05,54.301509857177734,54.46809870807835,54.141858457231756,54.26680141934823,215300
2010-11-08,54.3500862121582,54.502789535117735,52.95489099973228,54.273731902796996,460900
2010-11-09,54.99565505981445,55.405187228316464,54.63470624766994,54.960946610112366,453900
2010-11-10,54.80821990966797,54.912339928823,54.29456785647106,54.89151698414482,261400
2010-11-11,54.48892593383789,54.801280715789765,54.41951434848909,54.70410343714854,99500
2010-11-12,53.746212005615234,54.30151529187959,53.489383308959155,54.287629797052446,186100
2010-11-15,53.13535690307617,53.94748319705974,53.13535690307617,53.79477460247916,272900
2010-11-16,52.34407424926758,52.85078355450996,51.94841711821609,52.76054902918624,630100
2010-11-17,52.26078796386719,52.65643988083421,52.05949063126779,52.233022266705355,245300
2010-11-18,53.1909065246582,53.44079246359024,52.98267177272444,52.98267177272444,166200
2010-11-19,54.00303649902344,54.02385944387882,53.09372730614619,53.28808185248203,150300
2010-11-22,54.475040435791016,54.48892063320472,53.55185108274189,54.00303428726517,191800
2010-11-23,53.46856689453125,53.63515578245623,53.156212067701254,53.52409828909467,382200
2010-11-24,54.26679611206055,54.31538474281143,53.80173274690727,53.80867019718342,216500
2010-11-26,53.53102493286133,53.83643691954818,53.49631649775971,53.822556722965736,42600
2010-11-29,53.29502487182617,53.48244196801119,52.864669887243544,53.41302509045275,128300
2010-11-30,53.1909065246582,53.447735210717354,52.75360877940933,53.149260633424326,262100
2010-12-01,53.586551666259766,53.90585444493729,53.44772851569333,53.63514029853439,185100
2010-12-02,53.843387603759766,53.96833057447659,53.60738715671935,53.78785621771574,219500
2010-12-03,54.41255187988281,54.433374818363916,53.60736824929218,53.8156029298658,214500
2010-12-06,53.885040283203125,54.34316633212888,53.885040283203125,54.31540063560928,226700
2010-12-07,54.218196868896484,54.8359687514224,54.19043118593591,54.54443702398012,169300
2010-12-08,54.00996398925781,54.55832438429551,53.808666733173354,54.36396987380382,171500
2010-12-09,54.19044876098633,54.78045515190257,54.09327148698903,54.475043131810025,193200
2010-12-10,54.19044876098633,54.59998609777288,53.97527126795863,54.398688802845825,151400
2010-12-13,54.26679611206055,54.48891632345939,54.072441589057,54.25985336602083,222500
2010-12-14,54.64162063598633,54.697152008380726,54.28067201118588,54.32926063809019,113400
2010-12-15,55.07892608642578,55.12751472021829,54.52362817104905,54.52362817104905,128700
2010-12-16,55.273284912109375,55.28022765912263,54.73186715189059,55.189993131007604,119200
2010-12-17,55.717525482177734,55.71752548217774,55.05810750054952,55.25940479812633,304800
2010-12-20,55.6619987487793,55.79387916611933,55.32187299348552,55.70364463891149,281300
2010-12-21,55.32186508178711,55.64810529653767,55.14833350336775,55.50233940615703,234200
2010-12-22,54.599971771240234,54.89844096608475,54.14184591766306,54.89844096608475,194700
2010-12-23,54.39869689941406,54.54446283210546,54.10715973826624,54.169633878428286,126100
2010-12-27,53.725372314453125,54.141847001465656,53.537955263051565,54.10713857098004,217600
2010-12-28,53.37833023071289,54.134925592477785,53.28809039418915,53.89198237061589,570300
2010-12-29,54.047054290771484,54.1998285120183,53.727619690909,53.727619690909,138700
2010-12-30,54.96369171142578,54.96369171142578,54.21371209619537,54.21371209619537,202700
2010-12-31,55.27617263793945,55.317841698165516,54.8734052766546,55.088680410051346,102400
2011-01-03,55.74144744873047,55.74144744873047,55.06091446466291,55.415072412393265,237000
2011-01-04,53.74844741821289,53.99844061581684,53.40818095959987,53.817888795761206,466700
2011-01-05,52.922080993652344,53.088741360235424,52.519313584542154,53.07485520386914,455100
2011-01-06,52.3457145690918,53.01236142360752,52.17210845183129,52.97069765083724,489700
2011-01-07,50.88741683959961,52.616532032477465,50.88741683959961,52.192938042189894,722000
2011-01-10,50.067996978759766,50.99158268012275,49.89439088292631,50.894363690299016,1043400
2011-01-11,49.811065673828125,50.63742712592056,49.74161899382154,50.42215725240609,284700
2011-01-12,50.99158477783203,51.109635656326176,50.2068870996772,50.33188370574094,376100
2011-01-13,51.7346305847168,51.88045910898957,51.31797690136044,51.31797690136044,278600
2011-01-14,51.66517639160156,51.8804462601128,51.491570291695666,51.61656689554942,187000
2011-01-18,51.49156951904297,51.82489025895955,51.477678064357825,51.66517561634383,199500
2011-01-19,50.92213821411133,51.54017545396531,50.81797350331899,51.477674508275,204400
2011-01-20,50.92213821411133,51.11657618197047,50.48464748839097,50.713808792526656,1717900
2011-01-21,51.095741271972656,51.38045248002935,51.00546272221762,51.38045248002935,1005500
2011-01-24,51.2485237121582,51.38046074773991,50.90131150624396,51.04019426939453,364700
2011-01-25,50.91520690917969,51.22769583203313,50.40827466535299,51.22769583203313,354100
2011-01-26,51.10270690917969,51.47075642013473,50.949937938151045,50.949937938151045,223000
2011-01-27,50.83184814453125,51.415167214012,50.75546106045596,51.31794825210456,456000
2011-01-28,49.49162673950195,50.75547898876413,49.37357585806335,50.699929060935226,434700
2011-01-31,49.55412673950195,50.37354776213643,49.55412673950195,49.693009503458505,615700
2011-02-01,50.52632522583008,51.047143571167965,50.35271911071745,50.658262270649715,392600
2011-02-02,49.644412994384766,50.52633520015722,49.47775257442715,50.38050667043941,276100
2011-02-03,49.186065673828125,49.30411651225841,48.68607941925749,49.30411651225841,344400
2011-02-04,49.35969924926758,49.644410565346305,48.519446163126474,49.23470261590549,522000
2011-02-07,49.15829849243164,49.83883136250688,49.026356175605216,49.83883136250688,186000
2011-02-08,48.61666488647461,49.193033244260256,48.61666488647461,48.99859521531677,325400
2011-02-09,47.95001220703125,48.54027195226999,47.741682744928966,48.34583394659495,604900
2011-02-10,48.47776412963867,48.76248066765808,47.65834315173074,47.71389837349612,336900
2011-02-11,49.887451171875,49.99856162966594,48.65137646816104,48.65137646816104,588000
2011-02-14,50.33882522583008,50.630487511656014,50.24160622990074,50.33882522583008,315300
2011-02-15,49.574954986572266,50.8040890793513,49.56106883041068,50.44298544270084,274300
2011-02-16,49.44301223754883,50.16521420661436,49.30412948497513,49.56800883408012,178900
2011-02-17,49.213871002197266,49.53330566745778,48.95693200494818,49.53330566745778,139700
2011-02-18,48.94997787475586,49.14441587258399,48.61665710648994,49.0055331021462,142000
2011-02-22,47.49863815307617,48.49860585764082,47.311140566068744,47.94306942133571,317700
2011-02-23,46.6306037902832,47.512520527917175,46.07506210018869,47.31113679770887,614300
2011-02-24,46.46394348144531,46.491715797762865,46.08895363469988,46.35977875212077,406000
2011-02-25,47.11669158935547,47.5472365982312,47.10974586233109,47.22780202959594,362400
2011-02-28,48.5263786315918,48.5263786315918,47.86667752367565,47.99861986447412,401700
2011-03-01,47.82501983642578,48.137508759291144,47.40142044442862,47.99862597091516,288200
2011-03-02,47.6722297668457,47.79722635411027,47.151411536249505,47.2694623969891,176800
2011-03-03,49.241641998291016,49.35969288735116,48.44999322367321,48.45693895186448,190200
2011-03-04,49.34579849243164,49.7693978202229,49.02636388915328,49.4360770594272,211800
2011-03-07,48.89441680908203,49.23468322778128,48.51248133031163,49.1582961320272,207400
2011-03-08,48.63749694824219,48.922208263623375,48.43611318953893,48.68610645565063,160600
2011-03-09,48.09583282470703,48.477763045215944,47.82500774720596,48.477763045215944,155200
2011-03-10,46.6861572265625,46.866703765579345,46.4500501630234,46.83198572255518,241900
2011-03-11,46.74169921875,46.78336828055722,46.088943961524066,46.29726807841175,240500
2011-03-14,46.450042724609375,46.561153159784894,46.07505295294771,46.46393417802489,205500
2011-03-15,46.79725646972656,46.85975741613529,44.66537392955934,45.11675081615628,371500
2011-03-16,46.19309997558594,46.845860482868666,45.48478955337187,46.845860482868666,240400
2011-03-17,45.463966369628906,46.56115819445977,45.366747377356575,46.50560297086481,1214300
2011-03-18,45.65145492553711,46.29032934900725,45.31813420706662,46.165332755071496,576900
2011-03-21,47.06114196777344,47.24863953347517,46.12367003337885,46.48477370908099,301400
2011-03-22,47.929168701171875,48.06805675693535,46.984756412168274,47.35974091763564,357200
2011-03-23,48.470829010009766,48.734708395244716,47.63057075836857,47.748626942061435,420900
2011-03-24,49.35273742675781,49.51245735543037,48.82497344710088,48.87358293877735,501800
2011-03-25,49.595802307128906,49.70691278315582,49.2208123975967,49.4013642721209,334100
2011-03-28,49.45691680908203,49.547190092394366,49.06109503142207,49.51941247490469,332900
2011-03-29,48.88748550415039,49.484690993651235,48.783320770300065,49.484690993651235,212000
2011-03-30,49.241641998291016,49.443020433493245,48.8874840330723,49.28330577136206,275000
2011-03-31,49.887451171875,50.11661251754015,49.26247338993476,49.283305276261004,302100
2011-04-01,51.11659240722656,51.290198547640166,50.32494883078361,50.32494883078361,515600
2011-04-04,51.595733642578125,51.87349915662916,51.34574044150213,51.42906797650241,271400
2011-04-05,51.949893951416016,52.25544241974093,51.47074466013365,51.55407220746709,188600
2011-04-06,51.79016876220703,52.7762500575427,51.79016876220704,52.609589698706166,234500
